Trooooooooooop long!,Trop long ! - NÂ° 104
Promesses de la passion,Les promesses de la passion
Les enfants de Roches-Noires,Les Enfants de Roches-Noires - Tome 1 Ceux du fleuve
 Tutti-Frutti ,Tutti-frutti
TRESOR DE L'ELFE (LE),Le trésor de l'elfe 
#jeveuxquecaARRETE ,#jeveuxquecaarrete
L'art à la rescousse du coeur et des silences,L'art à la rescousse du cœur et des silences
Photo de classe,La gloire de Cassiodore
Le mystère des jumelles Barnes,MYSTERE DES JUMELLES BA
Comme une chaleur de feu de camp /,Comme une chaleur de feu de camp 
Les dames de Beauchêne,Les dames de Beauchêne Mylène Gilbert-Dumas [texte (gros caractères)]
L'Ours et le Kangourou,L'Ours et le kangourou
 L'Avalée des avalés ,L'Avalée des avalés
La fabrique de contes,La fabrique de contes II
SOLDE,La solde
Le Sentier des Roquemont - Tome 3 Le dilemme,"Le Sentier des Roquemont, tome 3"
Les voyages de Philibert Tanguay,"César, ouvre-toi!"
Les voyages de Philibert Tanguay,VOYAGES DE PHILIBERT T03
"César, ouvre-toi!",VOYAGES DE PHILIBERT T03
PROVERBES ET ANIMAUX 1,Proverbes et animaux
Florence est amoureuse - Nº 5,"Collection Souriceau, [7-8 ans]"
Garfield,Garfield - NÂ° 10
Cinq minutes de plus à Berlin,5 minutes de plus à Berlin
"Les Corbin de Dumontel, 1968-1977", Les Corbin de Dumontel 1968-1977 
Les cicatrisés de Saint-Sauvignac (histoires de glissades d'eau), Les cicatrisés de Saint-Sauvignac - Histoires de Glissades d'eau 
L'Épidémie: histoires de déserteurs,L'Epidémie
Première rencontre,Premiere rencontre le cheval
Victor l'invincible - Nº 84,"Victor, l'invincible"
Madame Tout-le-monde - Tome 2 Jardins de givre,Madame Tout-le-Monde
La maison au bord de la mer,La Maison au bord de la mer - Nº 37
 Tiroir n° 24 ,Tiroir no 24
Ma mère part en voyage - Nº 2,Ma mère part en voyage
PHIL ET ROBERT,Phil et Robert 
Garfield,Garfield - NÂ° 48
"Tsuki, princesse de la Lune ","Tsuki, princesse de la Lune"
La logeuse,LOGEUSE (LA)
Le Moulin du loup - Tome 2,Le chemin des falaises
Dinde rotie #3 debutant,"Collection Souriceau, [6-7 ans]"
 Confessions d'un cassé ,Confessions d'un cassé 
La plantation,La plantation /
Les Îles Canaries,Les îles Canaries 
La fille qui avait bu la lune /,La fille qui avait bu la lune
Le chant de la terre innue,Le chant de la terre innue 
"Adieu, Babylone",Adieu babylone
Ru /,Ru
Rouge – presque noire,rouge presque noire
Rouge – presque noire,Rouge - presque noire
rouge presque noire,Rouge - presque noire
À l'ombre du clocher,À l'ombre du clocher - Tome 1 (compact) Les années folles
À toute allure!,Ã toute allure !
Savannah - Tome 12,Savannah. Tome 12
L'Agence Mysterium,AGENCE MYSTERIUM (L')
Comme une peau de chagrin, Comme une peau de chagrin 
L'escouade Fiasco,ESCOUADE FIASCO T01
Le jeu des coquilles de Nautilus - NÂ° 70,Le jeu des coquilles de Nautilus
Les enquêtes de Maud Delage - 2,Les enquêtes de Maud Delage
Petit pot de biscuits 2 : devient rapidement vide s'il donne sans jamais recevoir !,Petit pot de biscuits
Les Affreux : Simone à la Sorbonne,Les Affreux
Des larmes mêlées de cendres,Des larmes melees de cendres
ROMEO ET LE MYSTNO02,Roméo et le mystérieux chat bleu
Journal d'un bon à rien ,Journal d'un bon à rien
BONBONS AU MIEL NO05,Mandarine et Kiwi
Pavel,PAVEL T.04  QUAND LEMAI
La Mort de Blaise,La mort de Blaise
L'Abrupt tome II,L'abrupt
Alexandre - La grande course - NÂ° 3,La grande course
Les maîtres du Pentacle - Tome 2,Les maîtres du pentacle
La terre de William Bates,La terre de William Bates 
Le moule de la poule c'est l'œuf !,Le moule de la poule c'est l'oeuf
Le moule de la poule c'est l'œuf !,Le moule de la poule c'est l'oeuf! Sol ; musique de Emmanuel Charpentier ; illustrations de Marie-Claude Favreau [ensemble multi-supports] /
Le moule de la poule c'est l'oeuf,Le moule de la poule c'est l'oeuf! Sol ; musique de Emmanuel Charpentier ; illustrations de Marie-Claude Favreau [ensemble multi-supports] /
L'odeur sucrée de la farine de coco,L'odeur douce et sucrée de la farine de coco...: récit d'une enfance en Martinique au cours des années cinquantes /
Terroristes d'amour,"Terroristes d'amour ; suivi de, L'endroit où se trouve ton âme"
VAN L'INVENTEUR T05,Il m'en faut un!
La poussière du temps,La Poussière du temps - Tome 4 Au bout de la route
Les disques mous de la mémoire /,DISQUES MOUS DE MEMOIRE
L'ange du lac,L'enfant des neiges - Tome 6
Le Comte de Saint-Germain - Tome 2 Le livre muet,"Le comte de Saint-Germain, volume 2"
Le poème de Winnie - Pooh's Poem,Le poème de Winnie = Pooh's poem
À l'ombre du clocher,À l'ombre du clocher - Tome 2 (compact) Le fils de Gabrielle
Les arcanes de la mort /,Les arcanes de la mort
Les dessous de Larry's Launderette,Les Dessous de Larry's Launderette
Les tomates de monsieur Dâ,Les tomates de Monsieur Dâ - Nº 63
Guiby,Guiby - NÂ° 1
13 000 ans et des poussières - Nº 111,13 000 ans et des poussières /
Viva el vacances,Ping-Pong - NÂ° 6 - Viva el vacances !
Félicité - Tome 4 Une vie nouvelle,Félicité
Klondike - Tome 1 La ruée vers l'or,Klondike
Les visages de l'humanité - Nº 159,Les visage de l'humanité
Ti-Prout - Nº 136,Ti-Prout ou l'étonnante et poétique histoire d'un enfant qui pète
Mémère Poussière et M. Bardoux,Mémère Poussière et monsieur Bardoux
 Les fiancées de l'enfer ,Les fiancées de l'enfer
 Les fiancées de l'enfer ,FIANCEES DE L'ENFER
Les fiancées de l'enfer,FIANCEES DE L'ENFER
The TrashPack: les crasseux dans votre poubelle: bande dessinée vol. 4 odeur de vacances,Bande dessinée 4
Le sang des prairies - Nº 13,Les cahiers noirs de l'aliéniste
Garfield,"Garfield, poids lourd"
Cupcakes et claquettes - Tome 3 Pincez-moi quelqu'un!,Cupcakes et claquettes  3. Pincez-moi quelqu'un!
Caillou,Caillou: Joyeux Noël
Bloody Mary,"Bloody Mary ; suivi de, Vertiges ; Nécessairement putain ; Intérieurs ; Poèmes des origines, tirés de Étrangeté, l'étreinte"
La conjuration des bâtards,La conjuration des batards
Clandestino,Clandestino :
L'abominable homme des mots ; suivi de Le témoin,L'abominable homme des mots
Double meurtre ,Double meurtre
Pee-Wee,Pee-wee
Il n'y a pas de pays sans grand-père,Il n'y a pas de pays sans gra
Les Premiers magiciens - Tome 5 Au-delà des mirages,Les premiers magiciens
...avec usure & Le destin littéraire des images,"--avec usure roman ; &, Le destin littéraire des images"
Félicité - Tome 1 Le pasteur et la brebis,Félicité
J'ai eu peur d'un quartier autrefois,J'ai eu peur d'un quartier autrefois 
"Théou, Léa et Léticia en balade",THEOU LELA LETICIE EN
Le secret de la maison de pierre,Le secret de la maison de pierre 
Passion Hockey - Tome 5 Le tout pour le tout,Le tout pour le tout
Entre sœurs - Tome 1,Entre soeurs
Un couteau sur la neige,Un couteau sur la neige - Nº 58
Dans sa bulle,DANS SA BULLE
Rira bien-- [qui rira le dernier],RIRA BIEN
4 livres animés,"""Vous blaguez sûrement--"""
Le pays de la Terre perdue,Le Pays de la Terre perdue – tome 4 – Les Visiteurs
PRISONNIERS DES GLACES,Prisonniers des glaces
Sortie de filles - L'enterrement de vie de jeune fille,"Sortie de filles, L'enterrement de vie de jeune fille"
Meilleurs d'entre nous -les,Les Meilleurs d'entre nous
"Rose Brouillard, le film",Rose Brouillard : le film
Salut Galarneau! ; Le temps des Galarneau,Salut Galarneau!
Les villages assoupis,VILLAGES ASSOUPIS T01
Les villages assoupis,Transtaïga
VILLAGES ASSOUPIS T01,Transtaïga
Les gestionnaires de l'apocalypse,La faim de la Terre - 1 - NÂ° 130
Caillou: Fini les couches !,Fini les couches!
Presque tout Jacques Languirand,Presque tout Languirand
Les fridolinades ,Les Fridolinades
La mer de Cocagne, La mer de Cocagne 
La mer de Cocagne,La Mer de Cocagne 
 La mer de Cocagne ,La Mer de Cocagne 
Mon héros,Volt - mon hero
Journee a la ferme #6 debutant,"Collection Souriceau, [7-8 ans]"
Je suis né en 53-- je me souviens,Je suis né en 53... je me souviens 
Je suis né en 53-- je me souviens,Je suis né en 53... je me souviens
Je suis né en 53... je me souviens ,Je suis né en 53... je me souviens
Noël en juillet - NÂ° 96,Noël en juillet
EMPRISE,Emprise
Le Comte de Saint-Germain - Tome 2 Le livre muet,"Le comte de Saint-Germain, volume 2"
Garfield - NÂ° 21,Garfield
La course à la mairie /,La course à la mairie
Premières armes,"Premières armes, 1918"
Shaoli et Grégoire le loup,Shao Li et Grégoire le loup
Humour de vampires,Humour de vampires - NÂ° 2
Conjuration de la sixtine,La conjuration de la Sixtine
 Tit-Coq ,Tit-Coq
Rose de La Tuque ,Rose de La Tuque
Un cadavre au dessert,"Un cadavre au dessert, ou, Une histoire louche résolue en trois coups de cuillère à pot et avec 12 notes en bas de page, ce qui est beaucoup"
Un cadavre au dessert,Un cadavre au dessert - Nº 56
"Un cadavre au dessert, ou, Une histoire louche résolue en trois coups de cuillère à pot et avec 12 notes en bas de page, ce qui est beaucoup",Un cadavre au dessert - Nº 56
Capitaine Static,Capitaine Static - Le maître des zions
ADRIEN ROSSIGNOL T2 UN,Adrien Rossignol
"Les années de plomb, tome 2",Les Années de plomb - Tome 2 Jours de colère
La sorcière vétérinaire,La sorcière vétérinaire - Nº 20
L'enquête de Nesbitt,L'Enquête de Nesbitt  
La planète des Mignons,La planète des mignons
"L'hiver, ou, Le bonhomme Sept Heures",HIVER OU LE BONHOMME SEPT
La classe de neige,La classe de neige - Nº 69
Les trois mousquetaires,Les Trois Mousquetaires 
Joseph-armand bombardier (ver,Joseph-Armand Bombardier
Le parcours du nomade = Los passos del nómada,Le parcours du nomade
Soifs, Soifs 
"Malefica, tome 3","Malefica, tome 3 - La voie du sang"
Écroulement de la terre et des vivants,Écroulement de la terre et des vivants ; suivi de Séquences du partir
Jacky Salaberry,Jacky Salaberry - Nº 3
Pour Élise,Pour Élise /
Chère Laurette - Tome 3 Le retour,Chère Laurette
À la recherche du Lucy-Jane,Les Aventures de Laura Berger - Tome 1 À la recherche du Lucy-Jane
Loup détective - Tome 3 Pagaille à Couzudor,Loup détective
Le défilé des couleurs,Caillou: Le défilé des couleurs
 Lovelie d'Haiti ,Lovelie D'Haïti
La fiction du réel,La Fiction du réel
La Pièce en un acte,Piece en un acte -la
Pirates - Tome 5 Trésor noir,"Pirates, volume 5"
Le parachute de Socrate,Le parachute de Socrate  Roman tristement drôle sur la consommation des uns par les autres
L'héritage d'un Chûton,L'héritage d'un chûton
Drole de concierge #1 debutant,"Collection Souriceau, [6-7 ans]"
Vague de froid ,Vague de froid
Une vie à quatre vitesses ,Une vie à 4 vitesses /
Pavel,PAVEL T.02  LES GENS QU
UN MONDE A LA DERIVE,Un monde à la dérive
"Une fille, ça ne pleure pas",Une fille ça ne pleure pas
Perfecto Tome 5,Perfecto tome 5
Un quêteux chez grand-papa,UN QUETEUX CHEZ GD-PAPA
L'affaire Rose des vents - Nº 6,L'affaire Rose des vents
"Au fil des heures, au long des jours (avec les mots du cœur)","Au fil des heures, au long des jours (avec les mots du coeur)"
Loula et la recette fanstasformidable,LOULA ET RECETTE NO02
Rêve de pierre,Le rêve de pierre
R.E.P. John Lennon /,REP JOHN LENNON
 Le vieux chagrin ,Le vieux chagrin
Péril au pays du chocolat, Péril au Pays du Chocolat 
Carnet d'une jeune conteuse,Carnet d'une jeune conteuse : un regard sur les recruteurs d'imaginaire
Rires d'Halloween,Rires d'Halloween 
Pirates - Tome 3 L'emprise des cannibales,"Pirates, volume 3"
Garfield - NÂ° 14,Garfield
MONSTROLOGIE TOUT SUR,Monstrologie
"Deux balles, un sourire ","Deux balles, un sourire"
Le métro de Montréal /,Raconte-moi Le métro de Montréal - Nº 13
Le pays de la terre perdue,Le Pays de la Terre perdue – tome 5 – Le Retour
Au bord de la rivière - Tome 4 (compact) Constant,Au bord de la rivière
L'éveil des grands hurleurs ,EVEIL GDS HURLEURS T01
Rêves d'enfance,Autour des enfants
Le royaume des Âmenivores,Le royaume des Ãmenivores - NÂ° 11
La disparition,DISPARITION
Une saison dans la vie d'Emmanuel,Une saison dans la vie d'Emmanuel / Marie-Claire Blais.
Des lendemains pour francis,Des lendemains pour Francis
Ça sent la coupe /,Ça sent la coupe
Super animaux!,Zootopia
Ces gens-là,Ces gens-là 
Odyssées chimériques,Odyssées chimériques - Nº 140
En canotant dans Lanaudière,En canotant dans Lanaudière : contes et patrimoine
The Zelfs - Bande dessinée 3,"The Zelfs, aime ton Zelf!"
L'histoire de la petite bestiole /,HIST.DE LA PETITE BESTIOLE
 Les aventures du Trench ,Les aventures du Trench
Mon paradis perdu ,Mon paradis perdu
Mémoires d'un quartier,"Marcel, 1965-1966"
Couronne du monde enfants du,La couronne du monde
Le jour est noir,Le jour est noir suivi de l'insoumise
Chez les astronautes,CHEZ LES ASTRONAUTES
Les carcajous - NÂ° 31,Les carcajous
Polo et le roulouboulou,POLO ET LE ROULOUBOULOU
Rouge-Babine au Vampiratum ,ROUGE-BABINE AU VAMPIRATU
Quand les hommes vivront d'amour...,Quand les hommes vivront d'amour
L'empire couleur sang,L'Empire couleur sang  
Cap-aux-Oies,Cap aux oies
"Pour de vrai, pour de faux ","Pour de vrai, pour de faux"
Garfield,Garfield -quelle heure est-il?
"Vengeance, tome 1",Vengeance - Tome 1 Le glaive de Dieu
PERE NOEL QUI NE CROYAI,Le père Noël qui ne croyait plus aux enfants
L'Orpheline de la maison Chevalier ,L'orpheline de la maison Chevalier
La vie sucrée de Juliette Gagnon,"La Vie sucrée de Juliette Gagnon, tome 1"
"Klara et Lucas, sous les griffes des fantômes",KLARA ET LUCAS T02
La pierre égarée de Lady Tasha,Pierre egaree de lady tasha -la
Les mouches - NÂ° 25,Les mouches
"Pourquoi pars-tu, Alice ?","Pourquoi pars-tu, Alice? /"
Polo et le garde-manger,POLO ET LE GARDE-MANGER
"Le thé dehors, suivi de, Chant du lédon",Le thé dehors
Le Charme empoisonné,Le charme empoisonné
Le Livre des ruptures,Livre des ruptures -le
20 ans /,20 ans
Mes amis à la garderie,Caillou: Mes amis de la garderie
Mémoires d'un quartier,"Antoine, 1957-1958"
Les fantômes de Monsieur Jacques - Tome 3,Les fantômes de Monsieur Jacques  t.3 Le chapiteau du diable
Les grands cimetières,Je demande pardon à l'espèce qui brille
Culture : alibi ou liberté? ,Culture: alibi ou liberté?
Garfield,Garfield - NÂ° 1
 Zebrures Ecarlates,Zébrures écarlates
À la fin ils ont dit à tout le monde d'aller se rhabiller, A la fin ils ont dit à tout le monde d'aller se rhabiller 
SOUPE AUX MUSCLES (LA),La soupe aux muscles
effleurés de lumière,Effleurés de lumière
Bruine assassine,Pedro Libertad
Une toute petite mort,Une toute petite mort 
Kaboum,KABOUM T11 LA VISITE
Regards et jeux dans l'espace ; suivi de Les solitudes Hector de Saint-Denys Garneau ; présentation de Marie-Andrée Lamontagne,Regards et jeux dans l'espace
Peur bleue et sueurs froides,L'île du savant fou
Passagers clandestins,Passagers clandestins : poésie urbaine
000-terreur au camp d'hiver- lancement,Terreur au camp d'hiver
Ayoye!,Ayoye! Méchant dilemme
La Chair de poule,La chair de poule
 Un problème de taille ,Un problème de taille
 Pas de bananes pour une girafe ,Pas de bananes pour une girafe
Samiva de Frée - Nº 16,Le sable et l'acier
Hulk - Nº 3,Le plus fort de tous
Les Illustres Farceurs ,Les Illustres farceurs 
Maison hantee -la  -phineas et ferb,La maison hantée
La suite du temps,Les méandres du temps - NÂ° 77
Vieux Thomas et la petite fée,Vieux Thomas et la petite fée livre - CD
Le roman de Madeleine de Verchères - tome 2,Le roman de Madeleine de Verchères
AUTOCHTONES DE LA NUIT,Autochtones de la nuit
Marilou Polaire,MARILOU POLAIRE T.02
La vraie vérité,La fontaine de vérité
La vraie vérité,La fontaine de vérité - Nº 42
La fontaine de vérité,La fontaine de vérité - Nº 42
 De la dépression qu'on soigne à la SPCA: Psy malgré moi - dossier 05 ,Psy malgré moi
Les Crapauds,Les crapauds - NÂ° 11
La divine mitochondrie,La divine mitochondrie 
Toute petite est la terre,Toute petite est la Terre
Sam perd la carte /,Sam perd la carte 
Sur les berges du Richelieu - Tome 1 La tentation d'Aldée,Sur les berges du Richelieu
"Collection Souriceau, [7-8 ans]",La bouteille retrouvée - Nº 4
 Le chevalier de Chambly ,Le chevalier de Chambly
 Le chevalier de Chambly ,Le chevalier de Chambly - Nº 64
Le chevalier de Chambly,Le chevalier de Chambly - Nº 64
Le choc des couronnes,Le choc des couronnes 
Musique -la -caillou,"Caillou, la musique"
Journal d'un extraterrestre,Journal d'un extraterrestre 
La mémoire en fugue ,Mémoire en fugue - Nº 99
Raf à la rescousse - Nº 1,Raf à la rescousse
CATHERINE ET STEPHANIE,Catherine et Stéphanie
Nevada est mort ,Nevada est mort
Fou de Cornélia,Fou de Cornelia
C'est la faute à… - Tome 3 C'est la faute à Carey Price,C'est la faute à Carey Price 
"Azraël, ou, L'ange exterminateur",L'injustice!
Drôles de bestioles - Nº 5,Garfield
Les Prisonniers du vent ,Les prisonniers du vent
Noémie,Adieu grand-maman
Les scorpions - NÂ° 5,Les scorpions
"Je vais à la convocation, à ma naissance",Je vais à la convocation à ma naissance
Internet : le guide de la santé,Guide de la sante
VARICELLE,La varicelle
La valise du mort,La Valise du mort 
Allégeances ,Allégeances
Locoleitmotive,Locoleitmotive : poésie
Trois millions de pas ,Trois millions de pas
J'apprends à lire avec Lulu,Lire j'aime ça avec Lulu
Charlie Shampooing,CHARLIE SHAMPOOING LE
Pivot,Pivot /
Édition critique de Œdipe et de Œdipe recommencé de Hubert Aquin,Oedipe et Oedipe recommencé
Maxime,Maxime 
Souris!,SOURIS
D'art et de sang - tome 2,D'art et de sang
Les guerriers fantômes - Nº 2,Les guerriers fantômes. t. 2
C'EST POUR MIEUX T'AIMER,"C'est pour mieux t'aimer, mon enfant"
C'EST POUR MIEUX T'AIMER," C'est pour mieux t'aimer, mon enfant "
"C'est pour mieux t'aimer, mon enfant"," C'est pour mieux t'aimer, mon enfant "
L'insoutenable vérité,Au bout de l'exil
Le Monde de Théo ,Le monde de Théo
Le coeur innombrable,Le cœur innombrable
Beau role,Le Beau rôle
Sept comme Setteur, Sept Comme Setteur 
Frères ,Frères
L'invasion des lutins de Noël ,INVASION DES LUTINS DE
La jeune millionnaire et les secrets (parfois tristes) de son succès,La jeune millionnaire
MULTIPLES VIES DE JACK,Les multiples vies de Jack l'orphelin
Chambres en ville,Chambres en ville - Tome 2
La ciudad con ojos de invierno,La ciudad con ojos de invierno = La ville aux yeux d'hiver
La folle journée - Nº 13,La folle journée
C'est la faute à ...,C'est la faute à... (coffret) 
Le transmetteur,Le Transmetteur
"Storine, l'orpheline des étoiles",Le procès des dieux
"Cupcakes et claquettes, volume 5",Cupcakes et claquettes - Tome 5 Sans flafla
L'imaginaire captif,L'Imaginaire captif : Hubert Aquin
EFFETS SONT SECONDAIRES,Les effets sont secondaires
Le petit renne au nez blanc ,Le petit renne au nez blanc
PTS DEGOUTANTS MOUCHE,La mouche
La seconde moitié,La Seconde moitié 
L'apprenti pompier,Caillou: L'apprenti pompier
Lys rouge-le,Le lys rouge
Ce pays de rêve - Tome 3 Le retour,Ce pays de rêve
Les guerriers fantômes (vol. 1),Les guerriers fantômes - Nº 1
Cascadeuse,CASCADEUSE
Cascadeuse,Cascadeuse 
CASCADEUSE,Cascadeuse 
Quelle salade !,Quelle salade!
" Mon nom, c'est c'est Olivier! ","Mon nom, c'est c'est Olivier!"
Voyageurs de passages - Tome 3 Le passé recomposé,Voyageurs de passages
Marion et le nouveau monde,Marion et le Nouveau Monde
La fille du Prado,La Fille du Prado 
Edgar-La-Bagarre,Edgar-la-bagarre - Nº 72
Rapt,Abitibissimo
La force de vivre,La force de vivre (coffret) 
Le Huron et le huard,Le Huron et le huard - Nº 4
VOYAGE A LOINTAINVILLE,Voyage à Lointainville
"Guilhèm, ou, Les enfances d'un chevalier Maryse Rouy [ressource électronique]",Guilhèm
Contes de la planète Espoir,Contes de la planete espoir
Le roman de Madeleine de Verchères,Le roman de Madeleine de Verchères - tome 1
Comme enfant je suis cuit,Comme enfant je suis cuit 
Juliette à Rome ,Juliette à Rome /
S.A.S.H.A. ,S.A.S.H.A.
SOURIRES DE REQUINS,Sourires de requins
Votez pour Magalie!,Votez pour magalie ! - NÂ°38
Le Grand XXIIIe Ou ce qui arriva lorsqu'un orphelin de la Basse-Cité devint roi des elfes et l'éprouvante et merveilleuse odyssée qui s'ensuivit,"Le Grand XXIIIe, ou, Ce qui arriva lorsqu'un orphelin de la Basse-Cité devint roi des elfes et l'éprouvante et merveilleuse odyssée qui s'ensuivit"
La Chatière,La chatière
Bousille et les justes,Bousille et les Justes
Chronique d'une académie 1944-1994,Chronique d'une Académie 1944-1994
004-swampou,Swampou
Je hais les lunettes!,Je hais les lunettes 
Un jour je bercerai la terre,Un jour je bercerai la terre /
Mon frère est plus fort que Louis Cyr,Mon frère est plus fort que Louis Cyr 
Mon frère est plus fort que Louis Cyr,Mon frère est plus fort que Louis Cyr!
Mon frère est plus fort que Louis Cyr ,Mon frère est plus fort que Louis Cyr!
Ouverture,Ouverture - Nº 7
Le Talisman de Nergal - Tome 6 La révélation du Centre,"Le Talisman de Nergal, volume 6"
Lili St-Cyr : la fleur des effeuilleuses,"Lili St-Cyr - La fleur des effeuilleuses
"
Les chemins du Nord,Les Chemins du Nord 
Les sept larmes d'Obéron,Les sept larmes d’Obéron
La Poussière du temps - Tome 1 (compact) Rue de la Glacière,"La Poussière du temps, tome 1"
Le grand tour du Malmont,Malédictions au manoir
Rouge et le vert avec cassett,Le rouge et le vert
Rouge et le vert avec cassett,"Le rouge et le vert Arlette Cousture ; illustrations de André Pijet ; musique, Alexandre Stanké [ensemble multi-supports] /"
Le rouge et le vert,"Le rouge et le vert Arlette Cousture ; illustrations de André Pijet ; musique, Alexandre Stanké [ensemble multi-supports] /"
INCROYABLE EMPREINTE DE,L'incroyable empre[i]nte de Sabline
La Noyade du marchand de parapluies ,La noyade du marchand de parapluies
"L'École du style - Tome 2 Instagram, talons plats et autres tracas","L'école du style, volume 2"
Délirons avec Léon!,DELIRONS AVEC LEON NO27
Ti-Jos Connaissant,Ti-Jos Connaissant /
 Le Joueur de quilles ,Le joueur de quilles roman
Le Temps de le dire - Tome 1 Une vie bien fragile,Le temps de le dire
"La Rebelle et le Yankee, tome 1",La rebelle et le Yankee
" Ici, ailleurs ","Ici, ailleurs"
Clara Tremblay chesseldéenne,"Clara Tremblay, chesseldéenne"
Arielle Queen,Arielle Queen - Le dix-huitième chant
QUELQUE CHOSE EN MOI CHOI,Quelque chose en moi choisit le coup de poing
DOUBLE DISPARITION,Double disparition
Les Mutamatak,Les Mutamatak - Nº 2
Voir Québec et mourir,Voir Québec et mourir 
Les corneilles,Les corneilles - NÂ° 13
Les corneilles,Les Corneilles
Les corneilles - NÂ° 13,Les Corneilles
Abilène : le monde au féminin,Abilène
Taxi en cavale,033-taxi en cavale
Le survenant ,Le Survenant
Au bord de la rivière - Tome 1 (compact) Baptiste,Au bord de la rivière
 La bonbonnière  ,La bonbonnière
Le club des dents perdues,"Géant, tu ne me fais pas peur!"
Atlantide tome 2,Atlantide
Auguste conduit un camion ,Auguste conduit un camion
Biscuit et Cassonade aiment l'hiver /,Biscuit et Cassonade aiment l'hiver
Disney princesse. No 2,Disney princesse - NÂ° 2 - Mes histoires préférées
Dixhuitjuilletdeuxmillequatre,dixhuitjuilletdeuxmillequatre
La duchesse des Bois-Francs,DUCHESSE DES BOIS-FRANCS
Automne /,Les quatre saisons - Tome 3
Emprunter aux oiseaux ,Emprunter aux oiseaux
 Chanson pour Frédéric ,Chanson pour Frédéric
La doudou qui avait peur des dinosaures,La doudou qui avait peur des dinosaures /
Le Crime d'Ovide Plouffe,Le crime d'Ovide Plouffe
La pratique du roman ,La pratique du roman
La pratique du roman , La Pratique du roman 
La pratique du roman, La Pratique du roman 
Je marche à côté d'une joie : instantanés,Je marche à côté d'une joie
Nessy Names et la Terre sans mal,Nessy Names
Partie double,Partie double 
L'après-pluie,APRES-PLUIE (L')
Les morts de l'infini,Les morts de l’infini
Les Folles années - Tome 1 (compact) Les héritiers,Les folles années
Un vélo dans la tête,UN VELO DANS LA TETE
Un vélo dans la tête,Un vélo dans la tête 
UN VELO DANS LA TETE,Un vélo dans la tête 
Le chien volant,Les pensionnaires de La Patoche. Volume 5
Cœur de slush ,Coeur de slush
L'étoile de l'an 2000,L'Étoile de l'an 2000 
CHASSEUR INCONNU (LE),Le chasseur inconnu
Le retour du pygargue,Le Retour du pygargue
Couleurs du reve,Les couleurs du rêve
Justien et Sofia - Nº 64,Justine et Sofia
Les chouchous des professeurs,Les chouchous des professeures
Amour de papier -un [typo],Un Amour de papier
On zoo avec le feu,008-on zoo avec le feu
Ponctuation autour d'une robe /,Ponctuation autour d'une robe
L'Île aux fantômes,Ile aux fantomes
Les zintrépides - NÂ° 1,"Billy Stuart, les Zintrépides"
Superhéros 5,Superhéros - Nº 5
PAVEL T.07  EN ATTENDANT,Pavel
Trafic,Trafic 
Les ailes du destin,Ailes du destin
"Élémentaire, ma chère Sarah!","Elementaire, ma chere sarah!"
Juliette à New York,Juliette à New York 
Pierre le moyne d'iberville l,"Pierre Le Moyne d'Iberville, le chevalier des mers"
VARICELLE,La varicelle
Si jamais la musique--,Si jamais la musique
Journal dénoué,Le journal dénoué
Nous étions le Nouveau Monde - Tome 2 Le feuilleton des premières,Nous étions le nouveau monde
 Excellence Poulet ,Excellence poulet (version du 2015-03-23)
La Moustache hitlérienne,Histoires de--
Sauve qui peut l'amour,HIS.DE LEA T03 SAUVE QUI
15 ans ferme,15 ans ferme 
Emo,EMO EPISODE 11: L'ENFER
SUPER TOUTOU NO03 ET LES,Super Toutou et les animaux abandonnés
Les Années de plomb - Tome 2 Jours de colère,Les années de plomb
"Petites histoires fantastiques, philosophiques et merdiques ","Petites histoires fantastiques, philosophiques et merdiques"
L'inondation et autres nouvelles,"L'inondation ; et, autres nouvelles"
Je voudrais qu'on m'efface,Je voudrais qu'on m'efface 
L'île de la Désolation,Ile de la desolation
Klondike - Tome 1 La ruée vers l'or,"Klondike, volume 1"
Zog,Zøg
Lion perdu de donald -le,Le lion perdu de Donald
Le bon dieu s'appelle henri,Le bon Dieu s'appelle Henri
Vengeances croisées,Vengeances croisees
Miroirs du bonheur,Les miroirs du bonheur
Le parcours du nomade = Los passos del nómada,Le parcours du nomade
Poèmes,"Poèmes : les Iles de la nuit, Rivages de l'homme, L'Etoile pourpre, Poèmes épars"
"Napoléon, l'exil en Amérique",Napoléon - L'exil en Amérique - Tome II
Mes parents sont gentils mais-- tellement maladroits!,Mes parents sont gentils mais-- tellement maladroits
M comme momie,La bande de la 7e
M comme momie,La Bande de la 7e - Tome 2 M comme momie
La bande de la 7e,La Bande de la 7e - Tome 2 M comme momie
Bob l'eponge -guide essentiel [r],Bob l'éponge
 Game Over,Game Over L'histoire d'Éric Gagné
Des voix stridentes ou rompues ,Des voix stridentes ou rompues
Le chevalier de l'ombre - NÂ° 5,Zâa
Le 13e dragon,Le 13e dragon /
Le 13e dragon,Le 13e dragon - Nº 56
Le 13e dragon /,Le 13e dragon - Nº 56
Victor et Igor. v. 2. Que le meilleur gagne!,Victor et Igor - Nº 2
Anouchka en spectacle,Le Monde merveilleux d'Anouchka - Tome 6 Anouchka en spectacle
Malourène et les chasseurs de licornes - Nº 28,Malourène et les chasseurs de licornes
Le pique-nique de Germina - Nº 7,Le pique-nique de Germina
Le calice noir,Calice noir enfants du graal
Au loup!,AU LOUP
